InvoiceLineId  TrackName                                                   
159            A Small Victory                                             

160            Easy                                                        

161            The Gentle Art Of Making Enemies                            

162            Ugly In The Morning                                         

163            What A Day                                                  

164            From Out Of Nowhere                                         

165            Underwater Love                                             

166            Falamansa Song                                              

167            Avisa                                                       

168            Desaforo                                                    

169            The Last Song                                               

170            What If I Do?                                               

171            Virginia Moon                                               

172            Times Like These                                            

173            Burn Away                                                   

174            See You                                                     

175            I Get A Kick Out Of You                                     

176            Fly Me To The Moon                                          

177            Mack The Knife                                              

178            Funk Hum                                                    

179            Forty Days Instrumental                                     

180            Pau-De-Arara                                                

181            Stir It Up (Live)                                           

182            A Novidade (Live)                                           

183            Realce                                                      

184            Aquele Abraço                                               

185            Re-Align                                                    

186            Holiday                                                     

187            Homecoming / The Death Of St. Jimmy / East 12th St. / Nobody
                Likes You / Rock And Roll Girlfriend / We're Coming Home Ag
               ain                                                         

188            Right Next Door to Hell                                     

189            Dust N' Bones                                               

190            Live and Let Die                                            

191            Perfect Crime                                               

192            Bad Obsession                                               

193            Double Talkin' Jive                                         

194            The Garden                                                  

195            Don't Damn Me                                               

196            Dead Horse                                                  

197            Yesterdays                                                  

198            Breakdown                                                   

199            Estranged                                                   

200            Colibri                                                     

201            L'Arc En Ciel De Miles                                      

202            Millenium                                                   

203            These Colours Don't Run                                     

204            For the Greater Good of God                                 

205            Prowler                                                     

206            Run To The Hilss                                            

207            Can I Play With Madness                                     

208            Heaven Can Wait                                             

209            Blood Brothers                                              

210            The Thin Line Between Love & Hate                           

211            Gates Of Tomorrow                                           

212            Fear Is The Key                                             

213            01 - Prowler                                                

214            The Ides Of March                                           

215            Drifter                                                     

216            The Number Of The Beast                                     

217            Phantom Of The Opera                                        

218            Afraid To Shoot Strangers                                   

219            The Trooper                                                 

220            Run Silent Run Deep                                         

221            Still Life                                                  

222            Back in the Village                                         

223            Blood Brothers                                              

224            The Number Of The Beast                                     

225            The Prophecy                                                

226            Hallowed Be Thy Name                                        

227            Invaders                                                    

228            Run to the Hills                                            

229            The Prisoner                                                

230            Lord Of The Flies                                           

231            Fortunes Of War                                             

232            The Aftermath                                               

233            Blood On The World's Hands                                  

234            2 A.M.                                                      

235            Lightning Strikes Twice                                     

236            Don't Look To The Eyes Of A Stranger                        

237            Night Train                                                 

238            It's A Man's Man's Man's World                              

239            Hey America                                                 

240            Get Up Offa That Thing                                      

241            When You Gonna Learn (Digeridoo)                            

242            Whatever It Is, I Just Can't Stop                           

243            Black Capricorn Day                                         

244            Were Do We Go From Here                                     

245            Light Years                                                 

246            Morning Glory                                               

247            Get What You Need                                           

248            Take It Or Leave It                                         

249            Can You See Me                                              

250            Stone Free                                                  

251            Satch Boogie                                                

252            Salve Simpatia                                              

253            Filho Maravilha                                             

254            Dance Enquanto é Tempo                                      

255            Voce Inteira                                                

256            Enquanto O Dia Não Vem                                      

257            Turbo Lover                                                 

258            Plaster Caster                                              

259            Every Time I Look At You                                    

260            Dazed And Confused                                          

261            Walter's Walk                                               

262            Dancing Days                                                

263            All My Love                                                 

264            Your Time Is Gonna Come                                     

265            Black Mountain Side                                         

266            Communication Breakdown                                     

267            How Many More Times                                         

268            What Is And What Should Never Be                            

269            Thank You                                                   

270            Living Loving Maid (She's Just A Woman)                     

271            Moby Dick                                                   

272            Immigrant Song                                              

273            Out On The Tiles                                            

274            Bron-Y-Aur Stomp                                            

275            Down By The Seaside                                         

276            Boogie With Stu                                             

277            For Your Life                                               

278            Hots On For Nowhere                                         

279            Dazed And Confused                                          

280            L'Avventura                                                 

281            Soul Parsifal                                               

282            Quando Você Voltar                                          

283            Tempo Perdido                                               

284            Meninos E Meninas                                           

285            Are You Gonna Go My Way                                     

286            Mr. Cab Driver                                              

287            Believe                                                     

288            Condição                                                    

289            Aquilo                                                      

290            Assaltaram A Gramática                                      

291            Waterhole (Expresso Bongo)                                  

292            Tempos Modernos                                             

293            Dança Da Solidão                                            

294            When I Had Your Love                                        

295            Save The Children                                           

296            Down by the Sea                                             

297            The Unforgiven                                              

298            Helpless                                                    

299            Stone Cold Crazy                                            

300            Motorbreath                                                 

301            2 X 4                                                       

302            Master Of Puppets                                           

303            The Thing That Should Not Be                                

304            Welcome Home (Sanitarium)                                   

305            Leper Messiah                                               

306            Damage Inc.                                                 

307            The Memory Remains                                          

308            The Unforgiven II                                           

309            Slither                                                     

310            Bad Seed                                                    

311            Attitude                                                    

312            For Whom The Bell Tolls                                     

313            Creeping Death                                              

314            Some Kind Of Monster                                        

315            Shoot Me Again                                              

316            All Within My Hands                                         

317            Harvester Of Sorrow                                         

318            The Duke                                                    

319            Lament                                                      

320            Coração De Estudante                                        

321            Menestrel Das Alagoas                                       

322            Maria, Maria                                                

323            Ponta de Areia                                              

324            Norwegian Wood                                              

325            Fast And Loose                                              

326            Please Don't Touch                                          

327            Já Foi                                                      

328            Wild Side                                                   

329            Primal Scream                                               

330            Been A Son                                                  

331            Breed                                                       

332            Territorial Pissings                                        

333            Folhas Secas                                                

334            Menino De Rua                                               

335            Denúncia                                                    

336            O Trem Da Juventude                                         

337            Selvagem                                                    

338            Nebulosa Do Amor                                            

339            Luis Inacio (300 Picaretas)                                 

340            Perplexo                                                    

341            Me Liga                                                     

342            Quase Um Segundo                                            

343            Romance Ideal                                               

344            SKA                                                         

345            I Don't Know                                                

346            Flying High Again                                           

347            No More Tears                                               

348            Crazy Train                                                 

349            Relvelation (Mother Earth)                                  

350            Children Of The Grave                                       

351            Dee                                                         

352            Blue Train                                                  

353            Walking Into Clarksdale                                     

354            Sons Of Freedom                                             

355            Beach Sequence                                              

356            Plot 180                                                    

357            Murders In The Rue Morgue                                   

358            Iron Maiden                                                 

359            Untitled                                                    

360            Nothingman                                                  

361            World Wide Suicide                                          

362            Big Wave                                                    

363            Can't Keep                                                  

364            Green Disease                                               

365            Why Go                                                      

366            Animal                                                      

367            Leash                                                       

368            Wanted Dread And Alive                                      

369            The Great Gig In The Sky                                    

370            Bossa                                                       

371            Nega Do Cabelo Duro                                         

372            You're My Best Friend                                       

373            Seven Seas Of Rhye                                          

374            Get Down, Make Love                                         

375            Get Up                                                      

376            Untitled                                                    

377            Be Mine                                                     

378            Carnival Of Sorts                                           

379            Radio Free Aurope                                           

380            Perfect Circle                                              

381            So Central Rain                                             

382            Pretty Persuasion                                           

383            Can't Get There From Here                                   

384            Fall On Me                                                  

385            Cuyahoga                                                    

386            The Finest Worksong                                         

387            Papeau Nuky Doe                                             

388            Esporrei Na Manivela                                        

389            Maluco Beleza                                               

390            As Profecias                                                

391            Que Luz É Essa                                              

392            Século XXI                                                  

393            Suck My Kiss                                                

394            Under The Bridge                                            

395            They're Red Hot                                             

396            The Zephyr Song                                             

397            Tear                                                        

398            Parallel Universe                                           

399            Porcelain                                                   

400            Right On Time                                               

401            Xanadu                                                      

402            Finding My Way                                              

403            Evil Ways                                                   

404            It's Only Love                                              

405            So Beautiful                                                

406            Maquinarama                                                 

407            Garota Nacional                                             

408            Aeroplane Flies High                                        

409            Saturnine                                                   

410            Cherub Rock                                                 

411            Ava Adore                                                   

412            Hands All Over                                              

413            Pretty Noose                                                

414            Starburst                                                   

415            Leave My Girl Alone                                         

416            Plush                                                       

417            Wet My Bed                                                  

418            Crackerman                                                  

419            Soldier Side - Intro                                        

420            Revenga                                                     

421            Radio/Video                                                 

422            Violent Pornography                                         

423            Sad Statue                                                  

424            Lost in Hollywood                                           

425            Black Light Syndrome                                        

426            Midnight From The Inside Out                                

427            Sometimes Salvation                                         

428            Girl From A Pawnshop                                        

429            Title Song                                                  

430            Soul Singing                                                

431            Clash City Rockers                                          

432            Train In Vain                                               

433            Know Your Rights                                            

434            Take The Power                                              

435            Speed Of Light                                              

436            Spirit Walker                                               

437            Edie (Ciao Baby)                                            

438            Sun King                                                    

439            Twentienth Century Fox                                      

440            Can't Stand Losing You                                      

441            King Of Pain                                                

442            Get Off Of My Cloud                                         

443            Gimmie Shelters                                             

444            Thief In The Night                                          

445            Out Of Tears                                                

446            Walking Wounded                                             

447            Heaven Coming Down                                          

448            Gyroscope                                                   

449            Anyway, Anyhow, Anywhere                                    

450            Pinball Wizard                                              

451            You Better You Bet                                          

452            Música No Ar                                                

453            Você                                                        

454            Go Back                                                     

455            Prá Dizer Adeus                                             

456            Família                                                     

457            O Pulso                                                     

458            Nem 5 Minutos Guardados                                     

459            Palavras                                                    

460            A Melhor Forma                                              

461            32 Dentes                                                   

462            Não Vou Lutar                                               

463            Querem Meu Sangue                                           

464            Lugar Nenhum                                                

465            Domingo                                                     

466            Era Uma Vez                                                 

467            Toda Cor                                                    

468            Occupation / Precipice                                      

469            Hero                                                        

470            The Woman King                                              

471            Crossroads, Pt. 2                                           

472            Better Halves                                               

473            The Fix                                                     

474            Parasite                                                    

475            The Glass Ballerina                                         

476            Walkabout                                                   

477            I Do                                                        

478            Solitary                                                    

479            Fire + Water                                                

480            Homecoming                                                  

481            Dave                                                        

482            Born to Run                                                 

483            One                                                         

484            Love Is Blindness                                           

485            When I Look At The World                                    

486            Everlasting Love                                            

487            Vertigo                                                     

488            Original Of The Species                                     

489            Miami                                                       

490            All Along The Watchtower                                    

491            God Part II                                                 

492            Desire                                                      

493            When Love Comes To Town                                     

494            Angel Of Harlem                                             

495            Sunday Bloody Sunday                                        

496            New Year's Day                                              

497            Drowning Man                                                

498            Two Hearts Beat As One                                      

499            Surrender                                                   

500            Zooropa                                                     

501            Stay (Faraway, So Close!)                                   

502            Dirty Day                                                   

503            I Would Do For You                                          

504            Wear You To The Ball                                        

505            C'est La Vie                                                

506            Where Have All The Good Times Gone?                         

507            Dancing In The Street                                       

508            Eruption                                                    

509            Jump                                                        

510            Right Now                                                   

511            Eruption                                                    

512            Feel Your Love Tonight                                      

513            One I Want                                                  

514            Year to the Day                                             

515            Big Machine                                                 

516            Dirty Little Thing                                          

517            So Por Amor                                                 

518            Here I Go Again                                             

519            The Deeper The Love                                         

520            Seu Balancê                                                 

521            Sapopemba e Maxambomba                                      

522            The Man Behind the Curtain                                  

523            The Dundies                                                 

524            Christmas Party                                             

525            Michael's Birthday                                          

526            Diwali                                                      

527            Phyllis's Wedding                                           

528            How to Stop an Exploding Man                                

529            The Long Patrol                                             

530            Baltar's Escape                                             

531            Experiment In Terra                                         

532            Take the Celestra                                           

533            Pilot                                                       

534            Through the Looking Glass, Pt. 1                            

535            #9 Dream                                                    

536            Give Peace a Chance                                         

537            Whatever Gets You Thru the Night                            

538            Gimme Some Truth                                            

539            Jealous Guy                                                 

540            Beautiful Boy                                               

541            Gimme Some Truth                                            

542            Sympton of the Universe                                     

543            War Pigs                                                    

544            Never Say Die                                               

545            The Zoo                                                     

546            I Can't Explain                                             

547            Put Your Head Out                                           

548            Danny Boy, Danny Boy                                        

549            One For The Road                                            

550            Chapa o Coco                                                

551            Todo o Carnaval tem seu Fim                                 

552            Funk de Bamba                                               

553            The Beginning of the End                                    

554            Meet Kevin Johnson                                          

555            Muita Bobeira                                               

556            Say Hello 2 Heaven                                          

557            All Night Thing                                             

558            Scar On the Sky                                             

559            Until We Fall                                               

560            Show Me How to Live (Live at the Quart Festival)            

561            The Messiah: Behold, I Tell You a Mystery... The Trumpet Sha
               ll Sound                                                    

562            Requiem, Op.48: 4. Pie Jesu                                 

563            Branch Closing                                              

564            Piano Sonata No. 14 in C Sharp Minor, Op. 27, No. 2, "Moonli
               ght": I. Adagio sostenuto                                   

565            Symphonie Fantastique, Op. 14: V. Songe d'une nuit du sabbat

566            Rehab                                                       

567            He Can Only Hold Her                                        

568            Slowness                                                    

569            Prometheus Overture, Op. 43                                 

570            Sonata for Solo Violin: IV: Presto                          

571            Suite No. 3 in D, BWV 1068: III. Gavotte I & II             

572            Adios nonino                                                

573            Act IV, Symphony                                            

574            Music for the Funeral of Queen Mary: VI. "Thou Knowest, Lord
               , the Secrets of Our Hearts"                                

575            Partita in E Major, BWV 1006A: I. Prelude                   

576            Sing Joyfully                                               

577            Étude 1, In C Major - Preludio (Presto) - Liszt             

578            String Quartet No. 12 in C Minor, D. 703 "Quartettsatz": II.
                Andante - Allegro assai                                    

579            For Those About To Rock (We Salute You)                     

580            Princess of the Dawn                                        

581            Snowballed                                                  

582            Night Of The Long Knives                                    

583            Problem Child                                               

584            Rag Doll                                                    

585            Blind Man                                                   

586            Livin' On The Edge                                          

587            Forgiven                                                    

588            Wake Up                                                     

589            I Can't Remember                                            

590            I Know Somethin (Bout You)                                  

591            Ligia                                                       

592            Canta, Canta Mais                                           

593            Cochise                                                     

594            Hypnotize                                                   

595            Drown Me Slowly                                             

596            Long Tall Sally                                             

597            Good Golly Miss Molly                                       

598            Do what cha wanna                                           

599            A.N.D.R.O.T.A.Z.                                            

600            The Beginning...At Last                                     

601            Tomorrow's Dream                                            

602            Smoked Pork                                                 

603            Voodoo                                                      

604            Chemical Wedding                                            

605            Realword                                                    

606            Meditação                                                   

607            Terra                                                       

608            Eclipse Oculto                                              

609            Bem Devagar                                                 

610            Saudosismo                                                  

611            Sozinho                                                     

612            Mel                                                         

613            Odara                                                       

614            Atrás Da Verd-E-Rosa Só Não Vai Quem Já Morreu              

615            Sozinho (Caêdrum 'n' Bass)                                  

616            Samba De Orly                                               

617            O Que Será (À Flor Da Terra)                                

618            Minha Historia                                              

619            Geni E O Zepelim                                            

620            Construção / Deus Lhe Pague                                 

621            Um Passeio No Mundo Livre                                   

622            Manguetown                                                  

623            Criança De Domingo                                          

624            Banditismo Por Uma Questa                                   

625            Da Lama Ao Caos                                             

626            Computadores Fazem Arte                                     

627            Extra                                                       

628            Onde Você Mora?                                             

629            Onde Você Mora?                                             

630            Na Frente Da TV                                             

631            Amor Demais                                                 

632            Tapa Aqui, Descobre Ali                                     

633            My Love                                                     

634            Travelling Riverside Blues                                  

635            Sam With The Showing Scalp Flat Top                         

636            Gavioes 2001                                                

637            Morro Da Casa Verde 2001                                    

638            Samba da Bençaco                                            

639            Maria Fumaça                                                

640            Only A Dream In Rio                                         

641            Só Tinha De Ser Com Você                                    

642            Whiskey In The Jar                                          

643            It's A Hard Life                                            

644            Sure Know Something                                         

645            Love Gun                                                    

646            Deuce                                                       

647            Shock Me                                                    

648            She                                                         

649            Shout It Out Loud                                           

650            Calling Dr. Love                                            

651            Strutter                                                    

652            Cold Gin                                                    

653            De La Luz                                                   

654            Surrender                                                   

655            When Evening Falls                                          

656            Poprocks And Coke                                           

657            When I Come Around                                          

658            Brain Stew                                                  

659            Redundant                                                   

660            Into The Light                                              

661            Cry For Love                                                

662            Grito De Alerta                                             

663            Lindo Lago Do Amor                                          

664            Ponto De Interrogação                                       

665            Voce Nao Entende Nada - Cotidiano                           

666            O Leaozinho                                                 

667            Top Top                                                     

668            Posso Perder Minha Mulher, Minha Mãe, Desde Que Eu Tenha O R
               ock And Roll                                                

669            You Fool No One                                             

670            Viradouro                                                   

671            Tradição                                                    

672            Maria Maria                                                 

673            Entre E Ouça                                                

674            Agora Que O Dia Acordou                                     

675            Bye Bye Blackbird                                           

676            Nefertiti                                                   

677            Going Down / Highway Star                                   

678            Boogie Blues                                                

679            Don't Take Your Love From Me                                

680            Onde Anda Você                                              

681            Deixa                                                       

682            As Rosas Não Falam (Beth Carvalho)                          

683            Wave (Os Cariocas)                                          

684            Garota de Ipanema (Dick Farney)                             

685            Susie Q                                                     

686            Proud Mary                                                  

687            Lodi                                                        

688            Commotion                                                   

689            Fortunate Son                                               

690            Who'll Stop The Rain                                        

691            Long As I Can See The Light                                 

692            Sweet Hitch-Hiker                                           

693            Born On The Bayou                                           

694            Night Time Is The Right Time                                

695            The Midnight Special                                        

696            (Wish I Could) Hideaway                                     

697            Gatas Extraordinárias                                       

698            Você Passa, Eu Acho Graça (Ao Vivo)                         

699            Não Sei O Que Eu Quero Da Vida                              

700            E.C.T.                                                      

701            Eleanor Rigby                                               

702            Comin' Home                                                 

703            Love Child                                                  

704            Flight Of The Rat                                           

705            Strange Kind Of Woman                                       

706            Black Night                                                 

707            Pictures Of Home                                            

708            Cascades : I'm Not Your Lover                               

709            The Cut Runs Deep                                           

710            Love Don't Mean a Thing                                     

711            Lick It Up                                                  

712            Pour Some Sugar On Me                                       

713            Action                                                      

714            Groovus Interruptus                                         

715            Cigano                                                      

716            Acelerou                                                    

717            Azul                                                        

718            Dois Pra Lá, Dois Pra Cá                                    

719            Maria Rosa                                                  

720            Lay Down Sally                                              

721            Knockin On Heavens Door                                     

722            Wonderful Tonight                                           

723            Promises                                                    

724            Signe                                                       

725            Hey Hey                                                     

726            Lonely Stranger                                             

727            Layla                                                       

728            Walkin' Blues                                               

729            Old Love                                                    

730            Last Cup Of Sorrow                                          

731            Ashes To Ashes                                              

732            Home Sick Home                                              

733            Midlife Crisis                                              

734            Malpractice                                                 

735            Midnight Cowboy                                             

736            Star A.D.                                                   

737            King For A Day                                              

738            Epic                                                        

739            The Morning After                                           

740            Xote Dos Milagres                                           

741            Principiando/Decolagem                                      

742            In Your Honor                                               

743            Free Me                                                     

744            Over And Out                                                

745            Disenchanted Lullaby                                        

746            Hey, Johnny Park!                                           

747            Walking After You                                           

748            Summer Love                                                 

749            Come Fly With Me                                            

750            Nervosa                                                     

751            Meu Guarda-Chuva                                            

752            Juazeiro                                                    

753            Lamento Sertanejo                                           

754            Estrela (Live)                                              

755            Lamento De Carnaval                                         

756            Beira Mar                                                   

757            Straight Out Of Line                                        

758            Holiday                                                     

759            Boulevard Of Broken Dreams                                  

760            Are We The Waiting                                          

761            Give Me Novacaine                                           

762            Extraordinary Girl                                          

763            Wake Me Up When September Ends                              

764            Whatsername                                                 

765            It's So Easy                                                

766            Out Ta Get Me                                               

767            Think About You                                             

768            Rocket Queen                                                

769            Don't Cry (Original)                                        

770            Back off Bitch                                              

771            Garden of Eden                                              

772            Coma                                                        

773            Shotgun Blues                                               

774            You Could Be Mine                                           

775            Deep Waters                                                 

776            Thinking 'Bout Tomorrow                                     

777            Brighter Than a Thousand Suns                               

778            Lord of Light                                               

779            Transylvania                                                

780            2 Minutes To Midnight                                       

781            Wasting Love                                                

782            Ghost Of The Navigator                                      

783            Wildest Dreams                                              

784            Age Of Innocence                                            

785            Chains Of Misery                                            

786            05 - Phantom of the Opera                                   

787            Genghis Khan                                                

788            The Trooper                                                 

789            Running Free                                                

790            From Here To Eternity                                       

791            Heaven Can Wait                                             

792            Holy Smoke                                                  

793            Where Eagles Dare                                           

794            Aces High                                                   

795            The Wicker Man                                              

796            The Number Of The Beast                                     

797            Hallowed Be Thy Name                                        

798            Sanctuary                                                   

799            Moonchild                                                   

800            Can I Play With Madness                                     

801            Seventh Son of a Seventh Son                                

802            The Clairvoyant                                             

803            Caught Somewhere in Time                                    

804            Sea of Madness                                              

805            De Ja Vu                                                    

806            Gangland                                                    

807            The Number Of The Beast                                     

808            Man On The Edge                                             

809            Judgement Of Heaven                                         

810            The Unbeliever                                              

811            The Educated Fool                                           

812            Out Of Sight                                                

813            Get Up (I Feel Like Being A) Sex Machine                    

814            It's Too Funky In Here                                      

815            Too Young To Die                                            

816            Blow Your Mind                                              

817            Soul Education                                              

818            King For A Day                                              

819            Manifest Destiny                                            

820            Rollover D.J.                                               

821            Lazy Gun                                                    

822            Fire                                                        

823            Highway Chile                                               

824            Midnight                                                    

825            Charles Anjo 45                                             

826            Vou Pra Ai                                                  

827            Onibusfobia                                                 

828            Papelão                                                     

829            Hot Rockin'                                                 

830            Ram It Down                                                 

831            Sure Know Something                                         

832            Rock And Roll All Nite                                      

833            Whole Lotta Love (Medley)                                   

834            Dancing Days                                                

835            D'Yer Mak'er                                                

836            No Quarter                                                  

837            In The Evening                                              

838            Fool In The Rain                                            

839            Carouselambra                                               

840            I'm Gonna Crawl                                             

841            Rock & Roll                                                 

842            Stairway To Heaven                                          

843            When The Levee Breaks                                       

844            Dazed and Confused                                          

845            I Can't Quit You Baby                                       

846            The Lemon Song                                              

847            Ramble On                                                   

848            Friends                                                     

849            That's The Way                                              

850            Ten Years Gone                                              

851            Achilles Last Stand                                         

852            Tea For One                                                 

853            No Quarter                                                  

854            Música De Trabalho                                          

855            Dezesseis                                                   

856            O Livro Dos Dias                                            

857            Indios                                                      

858            Dezesseis                                                   

859            American Woman                                              

860            Honolulu                                                    

861            Brumário                                                    

862            Tudo Bem                                                    

863            Pseudo Silk Kimono                                          

864            White Feather                                               

865            De Noite Na Cama                                            

866            O Xote Das Meninas                                          

867            Seek And You Shall Find                                     

868            Heavy Love Affair                                           

869            Shakes and Ladders                                          

870            Nothing Else Matters                                        

871            Last Caress/Green Hell                                      

872            Motorbreath                                                 

873            Jump In The Fire                                            

874            (Anesthesia) Pulling Teeth                                  

875            Phantom Lord                                                

876            Seek & Destroy                                              

877            Ain't My Bitch                                              

878            The House Jack Built                                        

879            King Nothing                                                

880            Bleeding Me                                                 

881            Mama Said                                                   

882            Battery                                                     

883            Disposable Heroes                                           

884            Fuel                                                        

885            Better Than You                                             

886            Where The Wild Things Are                                   

887            Ride The Lightning                                          

888            The Call Of Ktulu                                           

889            My World                                                    

890            Blackened                                                   

891            The Frayed Ends Of Sanity                                   

892            My Ship                                                     

893            I Don't Wanna Be Kissed (By Anyone But You)                 

894            A Noite Do Meu Bem                                          

895            Brasil                                                      

896            Saudade Dos Aviões Da Panair (Conversando No Bar)           

897            Caso Você Queira Saber                                      

898            Dance                                                       

899            Aos Leões                                                   

900            Demorou!                                                    

901            Home Sweet Home                                             

902            Intro                                                       

